id,authors,year_of_publication,title,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      
710,"Baskan S., Oztekin N., Erim F.B.",2007,Determination of carnosic acid and rosmarinic acid in sage by capillary electrophoresis,BASKAN 2007,Food Chemistry,101,4,1748-1752,2007-05-11 11:16:22 UTC,2015-04-13 21:45:27 UTC      
104,"Bassi D., Selli R.",1990,Evaluation of fruit quality in peach and apricot,BASSI 1990,Advances in Horticultural Science,4,,107-112,2003-12-05 10:41:49 UTC,2015-04-14 04:26:17 UTC      
295,"Bavaresco L., Fregoni M., Trevisan M., Mattivi F., Vrhovsek U., Falchetti R.",2002,The occurrence of the stilbene piceatannol in grapes,BAVARESCO 2002,Vitis,41,3,133-136,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
1159,"Bayer T., Colnot T., Dekant W.",2001,Disposition and biotransformation of the estrogenic isoflavone daidzein in rats,BAYER 2001,Toxicol Sci,62,2,205-11,2011-07-06 10:21:50 UTC,2015-04-14 04:26:18 UTC      
926,"Bazoti F.N., Gikas E., Puel C., Coxam V., Tsarbopoulos A.",2005,"Development of a sensitive and specific solid phase extraction--gas chromatography-tandem mass spectrometry method for the determination of elenolic acid, hydroxytyrosol, and tyrosol in rat urine",BAZOTI 2005,J Agric Food Chem,53,16,6213-21,2015-04-13 21:45:28 UTC,2015-04-14 04:26:18 UTC      
934,"Bazoti F.N., Gikas E., Tsarbopoulos A.",2009,Simultaneous quantification of oleuropein and its metabolites in rat plasma by liquid chromatography electrospray ionization tandem mass spectrometry,BAZOTI 2009,Biomed Chromatogr,,,,2015-04-13 21:45:28 UTC,2015-04-14 04:26:19 UTC      
867,"Beejmohun V., Fliniaux O., Grand E., Lamblin F., Bensaddek L., Christen P., Kovensky J., Fliniaux M.A., Mesnard F.",2007,Microwave-assisted extraction of the main phenolic compounds in flaxseed,BEEJMOHUN 2007,Phytochemical Analysis,18,4,275-82,2009-06-05 16:38:25 UTC,2015-04-14 04:26:19 UTC      
115,"Begona Barroso, M.  Werken van de, G.",1999,Determination of green and black tea composition by capillary electrophoresis,BEGONA BARROSO 1999,Journal of High Resolution Chromatography,22,4,225-230,2015-04-13 21:45:23 UTC,2015-04-14 04:26:20 UTC     
752,"Beier R.C., Ivie G.W., Oertli E.H.",1994,Linear furanocoumarins and graveolone from the common herb parsley,BEIER 1994,Phytochemistry,36,4,869-872,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
125,"Belajova E., Suhaj M.",2004,Determination of phenolic constituents in citrus juices: Method of high performance liquid chromatography,BELAJOVA 2004,Food Chemistry,86,3,339-343,2004-06-05 13:48:43 UTC,2015-04-13 21:45:23 UTC      
290,Belgaied J.E.,2001,Resveratrol content of Tunisian wines,BELGAIED 2001,Journal of Wine Research,12,1,47-52,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
1112,"Bell J.R., Donovan J.L., Wong R., Waterhouse A.L., German J.B., Walzem R.L., Kasim-Karakas S.E.",2000,(+)-Catechin in human plasma after ingestion of a single serving of reconstituted red wine,BELL 2000,Am J Clin Nutr,71,1,103-8,2011-04-05 12:13:37 UTC,2015-04-14 04:26:22 UTC      
545,"Belleau G., Dadic M.",1979,Determination of tannic acid in beer by high performance liquid chromatography,BELLEAU 1979,Journal of the American Society of Brewing Chemists,37,4,175-179,2015-04-13 21:45:26 UTC,2015-04-14 04:26:22 UTC      
617,"Bennat C., Engelhardt U.H., Kiehne A., Wirries F.-M., Maier H.G.",1994,HPLC analysis of chlorogenic acid lactones in roasted coffee,BENNAT 1994,Zeitschrift fuer Lebensmittel Untersuchung und Forschung,199,,17-21,2015-04-13 21:45:26 UTC,2015-04-14 04:26:23 UTC      
229,"Benvenuti S., Pellati F., Melegari M., Bertelli D.",2004,"Polyphenols, anthocyanins, ascorbic acid, and radical scavenging activity of Rubus, Ribes, and Aronia",BENVENUTI 2004,Journal of Food Science,69,3,164-169,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
419,"Bergquist S.A.M., Gertsson U.E., Knuthsen P., Olsson M.E.",2005,Flavonoids in baby spinach (Spinacia oleracea L.): changes during plant growth and storage,BERGQUIST 2005,Journal of Agricultural and Food Chemistry,53,24,9459-9464,2006-11-07 09:41:34 UTC,2015-04-14 04:26:24 UTC      
1269,"Bergström, L.",1994,NLG Overview Report. Nutrient Losses and Gains in the preparation of foods,BERGSTROM 1994_GAINS-AND-LOSSES,NLG Project 1983-1993,,,1-223,2015-04-13 21:45:31 UTC,2015-04-13 21:45:31 UTC      
835,"Beta T., Rooney L.W., Marovatsanga L.T., Taylor J.R.N.",1999,Phenolic compounds and kernel characteristics of Zimbabwean sorghums,BETA 1999,Journal of the Science of Food and Agriculture,79,,1003-1010,2008-03-03 09:53:00 UTC,2015-04-13 21:45:28 UTC      
247,"Betes-Saura C., Andres-Lacueva C., Lamuela-Raventos R.M.",1996,Phenolics in white free run juices and wines from Penedes by high-performance liquid chromatography: changes during vinification,BETES-SAURA 1996,Journal of Agricultural and Food Chemistry,44,10,3040-3046,2005-05-08 11:39:23 UTC,2015-04-13 21:45:24 UTC      
690,"Bianco A., Uccella N.",2000,Biophenolic components of olives,BIANCO 2000,Food Research International,33,,475-485,2015-04-13 21:45:27 UTC,2015-04-14 04:26:26 UTC      
700,"Bianco A., Coccioli F., Guiso M., Marra C.",2001,The occurrence in olive oil of a new class of phenolic compounds: hydroxy-isochromans,BIANCO 2001,Food Chemistry,77,,405-411,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
683,"Bianco A., Buiarelli F., Cartoni G., Coccioli F., Jasionowska R., Margherita P.",2003,"Analysis by liquid chromatography-tandem mass spectrometry of biophenolic compounds in olives and vegetation waters, part 1",BIANCO 2003_01,Journal of Separation Science,26,,409-416,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
699,"Bianco A., Buiarelli F., Cartoni G., Coccioli F., Jasionowska R., Margherita P.",2003,"Analysis by liquid chromatography-tandem mass spectrometry of biophenolic compounds in virgin olive oil, part II",BIANCO 2003_02,Journal of Separation Science,26,,417-424,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
71,"Bilia A.R., Fumarola M., Gallori S., Mazzi G., Vincieri F.F.",2000,Identification by HPLC-DAD and HPLC-MS analyses and quantification of constituents of fennel teas and decoctions,BILIA 2000,Journal of Agricultural and Food Chemistry,48,10,4734-8,2003-12-05 10:41:49 UTC,2015-04-14 04:26:29 UTC      
36,"Bilyk, A., Sapers, G.M.",1985,"Distribution of quercetin and kaempferol in lettuce, kale, chive, garlic chive, leek, horseradish, red radish, and red cabbage tissues",BILYK 1985,Journal of Agricultural and Food Chemistry,33,,226-228,2015-04-13 21:45:23 UTC,2015-04-13 21:45:23 UTC      
230,"Bilyk A., Sapers G.M.",1986,"Varietal differences in the quercetin, kaempferol, and myricetin contents of highbush blueberry, cranberry, and thornless blackberry fruits",BILYK 1986,Journal of Agricultural and Food Chemistry,34,4,585-588,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
613,"Bishnoi S., Khetarpaul N., Yadav R.K.",1994,Effect of domestic processing and cooking methods on phytic acid and polyphenol contents of pea cultivars (Pisum sativum),BISHNOI 1994,Plant Foods for Human Nutrition,45,4,381-388,2015-04-13 21:45:26 UTC,2015-04-14 04:26:31 UTC      
1204,"Bishnoi S., Sehgal S.",1997,Effect of processing on nutritional and antinutritional factors of moongbean cultivars,BISHNOI 1997,Journal of Food Biochemistry,22,,245-257,2015-04-13 21:45:30 UTC,2015-04-13 21:45:30 UTC      
678,"Blekas G., Vassilakis C., Harizanis C., Tsimidou M., Boskou D.G.",2002,Biophenols in table olives,BLEKAS 2002,Journal of Agricultural and Food Chemistry,50,,3688-3692,2015-04-13 21:45:27 UTC,2015-04-14 04:26:31 UTC      
1202,"Boateng J.,  Verghese M.,  Walker L.T., Ogutu S.",2008,Effect of processing on antioxidant contents in selected dry beans (Phaseolus spp. L.),BOATENG 2008,Food Science and Technology,41,,1541-1547,2015-04-13 21:45:30 UTC,2015-04-13 21:45:30 UTC      
964,"Bock C., Waldmann K.H., Ternes W.",2008,Mangiferin and hesperidin metabolites are absorbed from the gastrointestinal tract of pigs after oral ingestion of a Cyclopia genistoides (honeybush tea) extract,BOCK 2008,Nutr Res,28,12,879-91,2015-04-13 21:45:29 UTC,2015-04-14 04:26:32 UTC      
1267,Bognár Antal,2002,Tables on weight yield and nutrient retention factors for the calculation of nutrient composition of cooked foods (dishes),BOGNAR 2002_EUROFIR,Berichte der Bundesforschungsanstalt für Ernährung,,,,2015-04-13 21:45:31 UTC,2015-04-13 21:45:31 UTC      
1135,"Bolca S., Urpi-Sarda M., Blondeel P., Roche N., Vanhaecke L., Possemiers S., Al-Maharik N., Botting N., De Keukeleire D., Bracke M., Heyerick A., Manach C., Depypere H.",2010,Disposition of soy isoflavones in normal human breast tissue,BOLCA 2010,Am J Clin Nutr,91,4,976-84,2011-04-06 23:30:39 UTC,2015-04-14 04:26:33 UTC      
777,"Bonoli M., Montanucci M., Toschi G.T., Lercker G.",2003,"Fast separation and determination of tyrosol, hydroxytyrosol and other phenolic compounds in extra-virgin olive oil by capillary zone electrophoresis with ultraviolet-diode array detection",BONOLI 2003b,Journal of Chromatography A,1011,,163-172,2015-04-13 21:45:27 UTC,2015-04-14 04:26:34 UTC      
474,"Bonoli M., Verardo V., Marconi E., Caboni M.F.",2004,Antioxidant phenols in barley (Hordeum vulgare L.) flour: comparative spectrophotometric study among extraction methods of free and bound phenolic compounds,BONOLI 2004_01,Journal of Agricultural and Food Chemistry,52,,5195-5200,2015-04-13 21:45:26 UTC,2015-04-14 04:26:34 UTC      
738,"Bonoli M., Bendini A., Cerretani L., Lercker G., Toschi T.G.",2004,Qualitative and semiquantitative analysis of phenolic compounds in extra virgin olive oils as a function of the ripening degree of olive fruits by different analytical techniques,BONOLI 2004_02,Journal of Agricultural and Food Chemistry,52,,7026-7032,2007-12-11 15:43:01 UTC,2015-04-14 04:26:35 UTC      
938,"Boocock D.J., Faust G.E., Patel K.R., Schinas A.M., Brown V.A., Ducharme M.P., Booth T.D., Crowell J.A., Perloff M., Gescher A.J., Steward W.P., Brenner D.E.",2007,"Phase I dose escalation pharmacokinetic study in healthy volunteers of resveratrol, a potential cancer chemopreventive agent",BOOCOCK 2007_01,Cancer Epidemiol Biomarkers Prev,16,6,1246-52,2015-04-13 21:45:29 UTC,2015-04-14 04:26:36 UTC      
939,"Boocock D.J., Patel K.R., Faust G.E., Normolle D.P., Marczylo T.H., Crowell J.A., Brenner D.E., Booth T.D., Gescher A., Steward W.P.",2007,Quantitation of trans-resveratrol and detection of its metabolites in human plasma and urine by high performance liquid chromatography,BOOCOCK 2007_02,J Chromatogr B Analyt Technol Biomed Life Sci,848,2,182-7,2015-04-13 21:45:29 UTC,2015-04-14 04:26:36 UTC      
904,"Borges G., Roowi S., Rouanet J.M., Duthie G.G., Lean M.E., Crozier A.",2007,The bioavailability of raspberry anthocyanins and ellagitannins in rats,BORGES 2007,Mol Nutr Food Res,51,6,714-25,2015-04-13 21:45:28 UTC,2015-04-14 04:26:36 UTC      
965,"Borges G., Mullen W., Mullan A., Lean M.E., Roberts S.A., Crozier A.",2010,Bioavailability of multiple components following acute ingestion of a polyphenol-rich juice drink,BORGES 2010,Mol Nutr Food Res,54 Suppl 2,,S268-77,2015-04-13 21:45:29 UTC,2015-04-14 04:26:37 UTC      
673,"Boskou G., Salta F.N., Chrysostomou S., Mylona A., Chiou A., Andrikopoulos N.K.",2006,Antioxidant capacity and phenolic profile of table olives from the Greek market,BOSKOU 2006,Food Chemistry,94,,558-564,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
443,"Boskov Hansen H., Andreasen M.F., Nielsen M.M., Larsen L.M., Bach Knudsen K.E., Meyer A.S., Christensen L.P., Hansen A.",2002,"Changes in dietary fibre, phenolic acids and activity of endogenous enzymes during rye bread-making",BOSKOV HANSEN 2002,European Food Research and Technology,214,,33-42,2006-01-08 10:46:20 UTC,2015-04-13 21:45:25 UTC      
248,"Boyle J.A., Hsu L.",1990,Identification and quantitation of ellagic acid in muscadine grape juice,BOYLE 1990,American Journal of Enology and Viticulture,41,1,43-47,2005-05-08 11:39:23 UTC,2015-04-13 21:45:24 UTC      
231,"Boyles M.J., Wrolstad R.E.",1993,"Anthocyanin composition of red raspberry juice: influences of cultivar, processing, and environmental factors",BOYLES 1993,Journal of Food Science,58,5,1135-1141,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
863,"Bozan B., Temelli F.",2008,"Chemical composition and oxidative stability of flax, safflower and poppy seed and seed oils",BOZAN 2008,Bioresource Technology,99,14,6354659,2009-05-05 15:45:35 UTC,2015-04-14 04:26:39 UTC      
454,"Bratt K., Sunnerheim K., Bryngelsson S., Fagerlund A., Engman L., Andersson R.E., Dimberg L.H.",2003,Avenanthramides in oats (Avena sativa) and structure-antioxidant activity relationships,BRATT 2003,Journal of Agricultural and Food Chemistry,51,,594-600,2015-04-13 21:45:25 UTC,2015-04-14 04:26:39 UTC      
966,"Bredsdorff L., Nielsen I.L., Rasmussen S.E., Cornett C., Barron D., Bouisset F., Offord E., Williamson G.",2010,"Absorption, conjugation and excretion of the flavanones, naringenin and hesperetin from alpha-rhamnosidase-treated orange juice in human subjects",BREDSDORFF 2010,Br J Nutr,103,11,1602-9,2015-04-13 21:45:29 UTC,2015-04-14 04:26:39 UTC      
702,"Brenes M., Garcia A., Garcia P., Garrido A.",2000,Rapid and complete extraction of phenols from olive oil and determination by means of a coulometric electrode array system,BRENES 2000,Journal of Agricultural and Food Chemistry,48,,5178-5183,2015-04-13 21:45:27 UTC,2015-04-14 04:26:40 UTC      
967,"Brett G.M., Hollands W., Needs P.W., Teucher B., Dainty J.R., Davis B.D., Brodbelt J.S., Kroon P.A.",2009,"Absorption, metabolism and excretion of flavanones from single portions of orange fruit and juice and effects of anthropometric variables and contraceptive pill use on flavanone excretion",BRETT 2009,Br J Nutr,101,5,664-75,2015-04-13 21:45:29 UTC,2015-04-14 04:26:41 UTC      
43,"Bronner, W.E.  Beecher, G.R.",1998,Method for determining the content of catechins in tea infusions by high-performance liquid chromatography,BRONNER 1998,Journal of Chromatography A,805,,137-142,2015-04-13 21:45:23 UTC,2015-04-14 04:26:41 UTC     
968,"Bugianesi R., Salucci M., Leonardi C., Ferracane R., Catasta G., Azzini E., Maiani G.",2004,"Effect of domestic cooking on human bioavailability of naringenin, chlorogenic acid, lycopene and beta-carotene in cherry tomatoes",BUGIANESI 2004,Eur J Nutr,43,6,360-6,2015-04-13 21:45:29 UTC,2015-04-14 04:26:42 UTC      
1221,"Bunea A., Andjelkovic M., Socaciu C., Bobis O., Neacsu M., Verhe R., Van Camp J.",2008,"Total and individual carotenoids and phenolic acids content in fresh, refrigerated and processed spinach (Spinacia oleracea L.)",BUNEA 2008,Food Chemistry,108,2,649-656,2012-12-01 22:21:08 UTC,2015-04-13 21:45:30 UTC      
5,"Burda, S. Oleszek, W. Lee, C.Y.",1990,Phenolic compounds and their changes in apples during maturation and cold storage,BURDA 1990,Journal of Agricultural and Food Chemistry,38,,945-948,2002-07-08 00:00:00 UTC,2015-04-13 21:45:22 UTC    
940,"Burkon A., Somoza V.",2008,Quantification of free and protein-bound trans-resveratrol metabolites and identification of trans-resveratrol-C/O-conjugated diglucuronides - two novel resveratrol metabolites in human plasma,BURKON 2008,Mol Nutr Food Res,52,5,549-57,2015-04-13 21:45:29 UTC,2015-04-14 04:26:43 UTC      
68,"Burns J., Gardner P.T., O'Neil J., Crawford S., Morecroft I., McPhail D.B., Lister C., Matthews D., MacLean M.R., Lean M.E., Duthie G.G., Crozier A.",2000,"Relationship among antioxidant activity, vasodilation capacity, and phenolic content of red wines",BURNS 2000,Journal of Agricultural and Food Chemistry,48,2,220-30,2002-07-08 00:00:00 UTC,2015-04-14 04:26:43 UTC      
659,"Burns J., Yokota T., Ashihara H., Lean M.E.J., Crozier A.",2002,Plant foods and herbal sources of resveratrol,BURNS 2002,Journal of Agricultural and Food Chemistry,50,11,3337-3340,2007-03-10 16:01:36 UTC,2015-04-14 04:26:44 UTC      
838,"Buttery R.G., Ling L.C.",1998,Additional studies on flavor components of corn tortilla chips,BUTTERY 1998,Journal of Agricultural and Food Chemistry,46,,2764-2769,2008-07-03 09:23:54 UTC,2015-04-13 21:45:28 UTC      
601,"Cabrera A., Martin A.",1986,Variation in tannin content in Vicia faba L,CABRERA 1986,Journal of Agricultural Science,106,2,377-382,2015-04-13 21:45:26 UTC,2015-04-14 04:26:46 UTC      
949,"Caccetta R.A., Croft K.D., Beilin L.J., Puddey I.B.",2000,Ingestion of red wine significantly increases plasma phenolic acid concentrations but does not acutely affect ex vivo lipoprotein oxidizability,CACCETTA 2000,Am J Clin Nutr,71,1,67-74,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      
1021,"Cai H., Boocock D.J., Steward W.P., Gescher A.J.",2007,"Tissue distribution in mice and metabolism in murine and human liver of apigenin and tricin, flavones with putative cancer chemopreventive properties",CAI 2007,Cancer Chemother Pharmacol,60,2,257-66,2015-04-13 21:45:29 UTC,2015-04-14 04:26:48 UTC      
517,Caldwell C.R.,2003,Alkylperoxyl radical scavenging activity of red leaf lettuce (Lactuca sativa L.) phenolics,CALDWELL 2003,Journal of Agricultural and Food Chemistry,51,16,4589-4595,2015-04-13 21:45:26 UTC,2015-04-14 04:26:48 UTC      
1011,"Campanero M.A., Escolar M., Perez G., Garcia-Quetglas E., Sadaba B., Azanza J.R.",2010,Simultaneous determination of diosmin and diosmetin in human plasma by ion trap liquid chromatography-atmospheric pressure chemical ionization tandem mass spectrometry: Application to a clinical pharm,CAMPANERO 2010,J Pharm Biomed Anal,51,4,875-81,2015-04-13 21:45:29 UTC,2015-04-14 04:26:49 UTC      
479,"Cano A., Arnao M.B.",2005,Hydrophilic and lipophilic antioxidant activity in different leaves of three lettuce varieties,CANO 2005,International Journal of Food Properties,8,3,521-528,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
